actor;law;link.law;date;link.statement;V10b;V4;PH;in.gesamt;;
Fachverband für Soziale Arbeit, Strafrecht und Kriminalpolitik (DBH);Gesetz zur Verbesserung der internationalen Rechtshilfe bei der Vollstreckung von freiheitsentziehenden Sanktionen und bei der Überwachung von Bewährungsmaßnahmen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Internat_Rechtshilfe_Freiheitsentzug_Bewaehrungsma%C3%9Fnahmen.html;08. Okt 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/10082014_Stellungnahme_DBH_RefE_Internat_Rechtshilfe_Freiheitsentzug_Bewaehrungsma%C3%9Fnahmen.pdf?__blob=publicationFile&v=1;18/4347;2357;0;0;;
Republikanischer Anwältinnen- und Anwälteverein e. V. (RAV);Gesetz zur Verbesserung der internationalen Rechtshilfe bei der Vollstreckung von freiheitsentziehenden Sanktionen und bei der Überwachung von Bewährungsmaßnahmen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Internat_Rechtshilfe_Freiheitsentzug_Bewaehrungsma%C3%9Fnahmen.html;21. Okt 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/10212014_Stellungnahme_RAV_RefE_Internat_Rechtshilfe_Freiheitsentzug_Bewaehrungsma%C3%9Fnahmen.pdf?__blob=publicationFile&v=2;18/4347;3369;0;0;;
Amadeu Antonio Stiftung;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;29. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03292017_Stellungnahme_AAS_RefE_NetzDG.pdf?__blob=publicationFile&v=3;18/12356;5271;0;0;;
Bundesrechtsanwaltskammer;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_BAK_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;405;0;0;;
Bundesverband Digitale Wirtschaft (BVDW) e.V.;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_BVDW_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;2838;0;0;;
Bundesverband Informationswirtschaft, Telekommunikation und Neue Medien e.V. (bitkom);Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_Bitkom_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;NA;0;0;;
Bundesverband Informationswirtschaft, Telekommunikation und Neue Medien e.V. (bitkom);Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;20. Apr 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/04202017_Stellungnahme_Bitkom_2_RefE_NetzDG.pdf?__blob=publicationFile&v=3;18/12356;NA;0;0;;
Bundesverband Interaktive Unterhaltungssoftware e. V.;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_BIU_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;2327;0;0;;
Deutsche Gesellschaft für Recht und Informatik e.V.;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;29. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03292017_Stellungnahme_DGRI_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;3000;0;0;;
Deutscher Anwaltverein (DAV);Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;26. Mai 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/05262017_Stellungnahme_DAV_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;NA;0;0;;
Deutscher Journalisten-Verbandes e.V.;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;28. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03282017_Stellungnahme_DJV_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;NA;0;0;;
Deutscher Richterbund;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;27. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03272017_Stellungnahme_DRB_RefE_NetzDG.pdf?__blob=publicationFile&v=3;18/12356;131;0;0;;
eco - Verband für Internetwirtschaft e.V.;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_eco_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;NA;0;0;;
Facebook Germany GmbH;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;24. Mai 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/05242017_Stellungnahme_Facebook_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;NA;0;0;;
Freiwillige Selbstkontrolle Multimedia-Dienstanbieter (FSM) e.V.;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_FSM_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;NA;0;0;;
Gesellschaft für Informatik;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_GfI_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;3217;0;0;;
Gesicht Zeigen! Für ein weltoffenes Deutschland e.V.;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_GesichtZeigen_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;NA;0;0;;
google/YouTube;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_google_youTube_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;NA;0;0;;
jugendschutz.net;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;28. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03282017_Stellungnahme_jugendschutz.net_2_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;NA;0;0;;
jugendschutz.net;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;17. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03172017_Stellungnahme_jugendschutz.net_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;NA;0;0;;
Lesben- und Schwulenverband;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_LSVD_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;437;0;0;;
Neue Richtervereinigung;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;29. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03292017_Stellungnahme_NRV_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;3356;0;0;;
Prof. Dr. Hubertus Gersdorf der Universität Leipzig;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;29. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03292017_Stellungnahme_Uni_Leipzig_2_RefE_NetzDG.pdf?__blob=publicationFile&v=3;18/12356;NA;0;0;;
Prof. Dr. Hubertus Gersdorf der Universität Leipzig;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;28. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03282017_Stellungnahme_Uni_Leipzig_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;NA;0;0;;
Prof. Dr. Martin Eifert und Johannes Gerberding;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;29. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03292017_Stellungnahme_HUBerlin_RefE_NetzDG.pdf?__blob=publicationFile&v=3;18/12356;NA;0;0;;
Prof. Dr. Thomas Hoeren der Universität Münster;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_Uni_Muenster_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;NA;0;0;;
Reporter ohne Grenzen e.V.;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;19. Apr 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/04192017_Stellungnahme_RoG_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;1071;0;0;;
Selbstregulierung Informationswirtschaft e.V.;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_SRIW_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;NA;0;0;;
Verband Privater Rundfunk und Telemedien e.V.;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;04. Apr 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/04042017_Stellungnahme_VPRT_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;4849;0;0;;
Zentralrat der Juden in Deutschland;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;27. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03272017_Stellungnahme_ZdJ_RefE_NetzDG.pdf?__blob=publicationFile&v=2;18/12356;2250;0;0;;
Arbeitskreis Verbraucherinsolvenz-Saarland;Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;26. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05262015_Stellungnahme_Verbraucherinsolvenz_Saarland_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;NA;1;1;;
Bundesarbeitskreis Insolvenzgerichts e. V. (BAKinso);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;21. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04212015_Stellungnahme_BAKinso_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;NA;1;1;;
Bundesnotarkammer (BNotK);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;12. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06122015_Stellungnahme_BNotK_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;504;1;1;;
Bundesrechtsanwaltskammer (BRAK);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;11. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06112015_Stellungnahme_BRAK_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;405;1;1;;
Bundesverband Credit Management e. V. (BvCM);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;05. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06052015_Stellungnahme_BvCM_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;NA;1;1;;
Bundesverband der Deutschen Industrie e. V. (BDI);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;19. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06192015_Stellungnahme_BDI_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=2;18/7054;41;1;1;;
Bundesverband der Energie- und Wasserwirtschaft e. V. (bdew);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;08. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06082015_Stellungnahme_bdew_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;64;1;1;;
Bundesverband Deutscher Baustoff-Fachhandel e. V. (BDB);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;02. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04022015_Stellungnahme_BDB_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;2643;1;1;;
Bundesverband Deutscher Inkasso-Unternehmen e. V. (BDIU);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;09. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06092015_Stellungnahme_BDIU_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;2669;1;1;;
Bundesverband Deutscher Unternehmensberater e. V. (BDU);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;12. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06122015_Stellungnahme_BDU_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;2705;1;1;;
Bundesverband ESUG e. V. (BV ESUG);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;08. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06082015_Stellungnahme_BVESUG_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;NA;1;1;;
Bundesverband Großhandel, Außenhandel, Dienstleistungen e. V. (BGA);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;08. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06082015_Stellungnahme_BGA_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;606;1;1;;
Bundesverband Großhandel, Außenhandel, Dienstleistungen e. V. (BGA), Bundesverband Deutscher Baustoff-Fachhandel e. V. (BDB), Bundesverband der Energie- und Wasserwirtschaft (BDEW), Bundesverband Deutscher Stahlhandel e. V. (BDS AG), Bundesverband Credit Management e. V. (BvCM), Bundesverband Druck und Medien e. V. (EFET Deutschland), Gesamtverband der deutschen Textil- und Modeindustrie e. V. (t+m), Bundesverband Deutscher Leasing-Unternehmen e. V. (BDL), Deutscher Fanchise Verband e. V. (DFV), Centralvereinigung Dt. Wirtschaftsverbände für Handelsvermittlung und Vertrieb e. V. (CDH), Bundesverband der Systemgastronomie e. V. (BdS);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;08. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06082015_Stellungnahme_BGAua_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;606;1;1;;
Bundesverband mittelständische Wirtschaft e. V. (BVMW);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;16. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04162015_Stellungnahme_BVMW_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;808;1;1;;
Bundesverband mittelständischer Mineralölunternehmen e. V. (UNITI);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;01. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04012015_Stellungnahme_UNITI_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;1244;1;1;;
