actor;law;link.law;date;link.statement;V10b;V4;PH;in.gesamt;;
Initiative Urheberrecht;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;18. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12182015_Stellungnahme_Initiative_Urheberrecht2_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;5866;1;1;;
Institut für Europäisches und Internationales Privat- und Verfahrensrecht, Christian-Albrechts-Universität zu Kiel, Prof. Dr. Haimo Schack;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;08. Okt 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/10082015_Stellungnahme_Schack_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Interessenverband Deutscher Schauspieler e. V. (IDS);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;27. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12272015_Stellungnahme_IDS_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
InteressenVerband Synchronschauspieler e. V. (IVS);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;21. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12212015_Stellungnahme_IVS_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
International Confederation of Music Publishers (ICMP);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;22. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12222015_Stellungnahme_ICMP_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
International Federation of Film Producers Associations (FIAPF), International Video Federation (IVF), Motion Picture Association (MPA);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;30. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12302015_Stellungnahme_FIAPF_IVF_MPA_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Interstuhl Büromöbel GmbH & Co. KG (der Veröffentlichung wurde widersprochen);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;28. Dez 15;NA;18/8625;NA;1;1;;
Jakob Riedl, Sprecher und Regisseur;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;01. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12012015_Stellungnahme_Riedl_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Max-Planck-Institut für Innovation und Wettbewerb;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;23. Jan 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/01232016_Stellungnahme_MaxPlanck_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Mediengruppe RTL;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;18. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12182015_Stellungnahme_RTL_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;5077;1;1;;
Music Publishers Forum;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;17. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12172015_Stellungnahme_MusicPublishersForum_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Produzentenallianz - Allianz Deutscher Produzenten - Film & Fernsehen e. V.;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;30. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12302015_Stellungnahme_Produzentenallianz_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;1073;1;1;;
ProSiebenSat.1 Media SE;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;01. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12012015_Stellungnahme_prosieben_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Rechtsanwalt Dr. Reber in Anwaltskanzlei Dr. Roth & Kollegen;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;03. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12032015_Stellungnahme_Reber_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Rechtsanwalt Struppler, Fachanwalt für Urheber- und Medienrecht;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;23. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12232015_Stellungnahme_Beisler_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=2;18/8625;NA;1;1;;
Relx-Group (bislang: Reed Elsevier);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;30. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12302015_Stellungnahme_Relx_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Spitzenorganisation der Filmwirtschaft e. V. (SPIO);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;30. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12302015_Stellungnahme_SPIO_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;3388;1;1;;
Springer Nature;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;22. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12222015_Stellungnahme_SpringerNature_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Stellungnahme Bundesverband Bildender Künstlerinnen und Künstler e. V. (BBK);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;18. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12182015_Stellungnahme_BBK_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Stellungnahme Koch Media GmbH;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;04. Jan 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/01042016_Stellungnahme_Koch_Media_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Stellungnahme WOOGA GmbH (der Veröffentlichung wurde widersprochen);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;11. Jan 16;NA;18/8625;NA;1;1;;
Studiopunkt Verlag (der Veröffentlichung wurde widersprochen);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;15. Dez 15;NA;18/8625;NA;1;1;;
UBISOFT GmbH;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;07. Jan 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/01072016_Stellungnahme_UBISOFT_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
UFA GmbH;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;30. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12302015_Stellungnahme_UFA_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Verband Bildungsmedien e. V.;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;22. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12222015_Stellungnahme_Bildungsmedien_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;3494;1;1;;
Verband der Berufsgruppen Szenenbild und Kostümbild e. V. (VSK);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;29. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12292015_Stellungnahme_VSK_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Verband Deutscher Bühnen und Medienverlage e. V. (VDB);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;23. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12232015_Stellungnahme_VDB_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Verband Deutscher Drehbuchautoren e. V. (VDD);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;22. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12222015_Stellungnahme_VDD_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;5829;1;1;;
Verband deutschersprachiger Übersetzer literarischer und wissenschaftlicher Werke e. V. (VdÜ);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;27. Nov 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/11272015_Stellungnahme_VdUe_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Verband Privater Rundfunk und Telemedien e. V. (VPRT);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;01. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12012015_Stellungnahme_VPRT_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;4849;1;1;;
Verband unabhängiger Musikunternehmen e. V. (VUT);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;16. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12162015_Stellungnahme_VUT_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Vereinte Dienstleistungsgewerkschaft (ver.di);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;17. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12172015_Stellungnahme_verdi_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;75;1;1;;
VS - Verband Deutscher Schriftstellerinnen und Schriftsteller in ver.di, Bundesvorstand;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;23. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12232015_Stellungnahme_VS_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Westdeutscher Rundfunk Köln (der Veröffentlichung wurde widersprochen);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;30. Dez 15;NA;18/8625;NA;1;1;;
ZeniMax Germany GmbH;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;06. Jan 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/01062016_Stellungnahme_ZeniMax_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Zentralverband der deutschen Werbewirtschaft ZAW e. V.;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;29. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12292015_Stellungnahme_ZAW_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Zweite Deutsche Fernsehen (ZDF);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;30. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12302015_Stellungnahme_ZDF_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;1;1;;
Arbeitskreis Frauengesundheit;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_AK-Frauengesundheit_Schwangerschaft.pdf?__blob=publicationFile&v=4;19/7693;850;0;0;;
AWO Bundesverband;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;30. Jan 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/30012019_Stellungnahme_AWO_Schwangerschaft.pdf?__blob=publicationFile&v=2;19/7693;NA;0;0;;
Berufsverband der Frauenärzte e.V.;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;31. Jan 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/31012019_Stellungnahme_BV-Frauenaerzte_Schwangerschaft.pdf?__blob=publicationFile&v=4;19/7693;851;0;0;;
Bundesärztekammer;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_BundesAerzteKammer_Schwangerschaft.pdf?__blob=publicationFile&v=4;19/7693;259;0;0;;
Deutsche Frauenrat (DF);Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_Dt-Frauenrat_Schwangerschaft.pdf?__blob=publicationFile&v=4;19/7693;NA;0;0;;
Deutscher Gewerkschaftsbund;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_DGB_Schwangerschaft.pdf?__blob=publicationFile&v=4;19/7693;26;0;0;;
donum vitae Bundesverband e.V.,;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_donum-vitae_Schwangerschaft.pdf?__blob=publicationFile&v=4;19/7693;NA;0;0;;
Evangelische Frauen in Hessen und Nassau e.V.;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;04. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/04022019_Stellungnahme_Ev-Frauen-Hessen_Schwangerschaft.pdf?__blob=publicationFile&v=3;19/7693;NA;0;0;;
Evangelische Kirche in Deutschland;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;04. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/04022019_Stellungnahme_EKD_Schwangerschaft.pdf?__blob=publicationFile&v=3;19/7693;NA;0;0;;
Institut für Weltanschauungsrecht (ifw);Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_Institut-Weltanschauung_Schwangerschaft.pdf?__blob=publicationFile&v=4;19/7693;NA;0;0;;
Katholische Frauengemeinschaft Deutschlands;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;30. Jan 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/30012019_Stellungnahme_KFD_Schwangerschaft.pdf?__blob=publicationFile&v=1;19/7693;3325;0;0;;
Katholischer Deutscher Frauenbund;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_KDFB_Schwangerschaft.pdf?__blob=publicationFile&v=2;19/7693;3321;0;0;;
Kommissariat der deutschen Bischöfe – Katholisches Büro in Berlin –;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_kath-Buero_Schwangerschaft.pdf?__blob=publicationFile&v=4;19/7693;NA;0;0;;
Paritätischer Gesamtverband;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;31. Jan 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/31012019_Stellungnahme_Paritaetischer-Gesamtverband_Schwangerschaft.pdf?__blob=publicationFile&v=4;19/7693;149;0;0;;
pro familia;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;04. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01422019_Stellungnahme_pro-familia_Schwangerschaft.pdf?__blob=publicationFile&v=2;19/7693;3966;0;0;;
Prof. Dr. Dr. h.c. Michael Kubiciel;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_Prof.-Kubiciel_Schwangerschaft.pdf?__blob=publicationFile&v=5;19/7693;NA;0;0;;
Stellungnahme Deutscher Juristinnenbund e.V.;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;31. Jan 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/31012019_Stellungnahme_DJB_Schwangerschaft.pdf?__blob=publicationFile&v=2;19/7693;NA;0;0;;
verdi;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_verdi_Schwangerschaft.pdf?__blob=publicationFile&v=5;19/7693;NA;0;0;;
