actor;law;link.law;date;link.statement;V10b;V4;PH
Deutscher Gewerkschaftsbund (DGB);Gesetz zur effektiveren und praxistauglicheren Ausgestaltung des Strafverfahrens;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_effektiveren_und_praxistauglicheren_Ausgestaltung_des_Strafverfahrens.html;27. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07272016_Stellungnahme_DGB_RefE_effektivere_praxistauglichere_Ausgestaltung_Strafverfahren.pdf?__blob=publicationFile&v=3;NA;26;
Deutscher Gewerkschaftsbund (DGB);Gesetz zur Bekämpfung der Korruption;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Korruption.html;20. Aug 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/08202014_Stellugnahme_DGB_RefE_Bekaempfung_Korruption.pdf?__blob=publicationFile&v=1;18/4350;26;
Deutscher Gewerkschaftsbund (DGB);Gesetz zur Bekämpfung des Menschenhandels und Schutz seiner Opfer;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Menschenhandels_Schutz_Opfer.html;17. Nov 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/11172014_Stellungnahme_DGB_RefE_Bekaempfung_Menschenhandel.pdf?__blob=publicationFile&v=1;NA;26;
Deutscher Gewerkschaftsbund (DGB);Gesetz zur Umsetzung der prüfungsbezogenen Regelungen der Richtlinie 2014/56/EU sowie zur Ausführung der entsprechenden Vorgaben der Verordnung (EU) Nr. 537/2014 im Hinblick auf die Abschlussprüfung bei Unternehmen von öffentlichem Interesse (Abschlussprüfungsreformgesetz – AReG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Abschlusspruefungsreformgesetz.html;01. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06012015_Stellungnahme_DGB_RefE-AReG.pdf?__blob=publicationFile&v=2;NA;26;
Deutscher Gewerkschaftsbund (DGB);Viertes Gesetzes zur Änderung des Umwandlungsgesetzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Umwandlungsgesetz_viertes.html;17. Sep 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/09172018_dgb_Unwandlungsgesetz.pdf?__blob=publicationFile&v=2;NA;26;
Deutscher Gewerkschaftsbund (DGB) (der Veröffentlichung wurde widersprochen);Gesetz zur Umsetzung der Richtlinie 2014/26/EU über die kollektive Wahrnehmung von Urheber- und verwandten Schutzrechten und die Vergabe von Mehrgebietslizenzen für Rechte an Musikwerken für die Online-Nutzung im Binnenmarkt sowie zur Änderung des Verfahrens betreffend die Geräte- und Speichermedienvergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/VG_Richtlinie_Umsetzungsgesetz.html;17. Aug 15;NA;18/7223;26;
Deutscher Gewerkschaftsbund (DGB), Bundesvorstand, Abteilung Recht;Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;08. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06082015_Stellungnahme_DGB_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;26;
Deutscher Gewerkschaftsbund Bundesvorstand (DGB);Bilanzrichtlinie-Umsetzungsgesetz - (BilRUG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bilanzrichtlinie_Umsetzungsgesetz.html;22. Sep 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/09222014_Stellungnahme_DGB_RefE_BilRUG.pdf?__blob=publicationFile&v=3;15/3442;NA;
Deutscher Handwerkskammertag (DHKT);Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Sachverstaendigenrechts_Aenderung_Gesetzes_Verfahren_Familiensachen_sowie_freiwilligen_Gerichtsbarkeit.html;01. Jul 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/07012015_Stellungnahme_DHKT_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=1;18/6985;3596;
Deutscher Hausärzteverband e. V.;Gesetz zur Bekämpfung von Korruption im Gesundheitswesen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Korruption_Gesundheitswesen.html;01. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04012015_Stellungnahme_Hausaerzteverband_RefE_Bekaempfung_Korruption_Gesundheitswesen.pdf?__blob=publicationFile&v=1;18/6446;583;
Deutscher Hebammenverband e. V. (DHV);Gesetz zur Bekämpfung von Korruption im Gesundheitswesen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Korruption_Gesundheitswesen.html;01. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04012015_Stellungnahme_DHV_RefE_Bekaempfung_Korruption_Gesundheitswesen.pdf?__blob=publicationFile&v=1;18/6446;827;
Deutscher Hochschulverband;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_DHV_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;NA;1661;
Deutscher Hotel- und Gaststättenverband e. V. (DEHOGA Bundesverband);Gesetz zur Umsetzung der Richtlinie 2014/26/EU über die kollektive Wahrnehmung von Urheber- und verwandten Schutzrechten und die Vergabe von Mehrgebietslizenzen für Rechte an Musikwerken für die Online-Nutzung im Binnenmarkt sowie zur Änderung des Verfahrens betreffend die Geräte- und Speichermedienvergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/VG_Richtlinie_Umsetzungsgesetz.html;14. Aug 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/08142015_Stellungnahme_DEHOGA_RefE_VG_Richtlinie_Umsetzungsgesetz.pdf?__blob=publicationFile&v=1;18/7223;1750;
Deutscher Hotel- und Gaststättenverband e.V. (DEHOGA Bundesverband);Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;29. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07292016_Stellungnahme_DEHOGA_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;15/3442;1750;
Deutscher Hotel- und Gaststättenverband e.V. (DEHOGA Bundesverband) und Hotelverband Deutschland (IHA) e.V.;Gesetz zur Verbesserung der zivilrechtlichen Durchsetzung von verbraucherschützenden Vorschriften des Datenschutzrechts;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Verbesserung_zivilrechtlich_verbraucherschutz_Vorschriften_Datenschutzrecht.html;08. Okt 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/10082014_Stellungnahme_DEHOGA_IHA_RefE_UKlaG.pdf?__blob=publicationFile&v=1;18/4631;1750;
Deutscher Industrie- und Handelskammertag;Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;25. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09252017_Stellungnahme_Evaluationsbericht-MediationsG_IHK.pdf?__blob=publicationFile&v=3;15/3045;1;
Deutscher Industrie- und Handelskammertag;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_DIHK_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;NA;1;
Deutscher Industrie- und Handelskammertag;Gesetz zur Förderung der Freizügigkeit von EU-Bürgerinnen und -Bürgern sowie zur Neuregelung verschiedener Aspekte des Internationalen Adoptionsrechts;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Freizuegigkeit_EU.html;10. Jul 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/07102018_DIHK_Freizuegigkeit.pdf?__blob=publicationFile&v=2;NA;1;
Deutscher Industrie- und Handelskammertag;Gesetz zur Neuregelung des Schutzes von Geheimnissen bei der Mitwirkung Dritter an der Berufsausübung schweigepflichtiger Personen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuregelung_Schutzes_von_Geheimnissen_bei_Mitwirkung_Dritter_an_der_Berufsausuebung_schweigepflichtiger_Personen.html;13. Jan 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/01132017_Stellungnahme_DIHK_RefE_Schutz_von_Geheimnissen.pdf?__blob=publicationFile&v=2;NA;1;
Deutscher Industrie- und Handelskammertag;Gesetz zur Regelung der Wertgrenze für die Nichtzulassungsbeschwerde in Zivilsachen, zum Ausbau der Spezialisierung bei den Gerichten sowie zur Änderung weiterer zivilprozessrechtlicher Vorschriften;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Wertgrenze_Nichtzulassungsbeschwerde_Zivilsachen.html;27. Jun 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/06272019_Stellungnahme_DIHK_RefE_Wertgrenze_Nichtzulassungsbeschwerde.pdf?__blob=publicationFile&v=2;NA;1;
Deutscher Industrie- und Handelskammertag;Gesetz zur Umsetzung der Richtlinie (EU) 2016/943 zum Schutz von Geschäftsgeheimnissen vor rechtswidrigem Erwerb sowie rechtswidriger Nutzung und Offenlegung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/GeschGehG.html;16. Mai 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/05162018_Stellungnahme_DIHK_GeschGehG.pdf?__blob=publicationFile&v=1;NA;1;
Deutscher Industrie- und Handelskammertag;Gesetz zur Umsetzung der Richtlinie (EU) 2015/2436 des Europäischen Parlaments und des Rates vom 16. Dezember 2015 zur Angleichung der Rechtsvorschriften der Mitgliedstaaten über die Marken – Markenrechtsmodernisierungsgesetz (MaMoG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/MaMoG.html;23. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02242017_Stellungnahme_DIHK_RefE_MaMoG.pdf?__blob=publicationFile&v=2;NA;1;
Deutscher Industrie- und Handelskammertag (DIHK);Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;29. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07292016_Stellungnahme_DIHK_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;15/3442;1;
Deutscher Industrie- und Handelskammertag (DIHK);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;12. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06122015_Stellungnahme_DIHK_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;1;
Deutscher Industrie- und Handelskammertag (DIHK);Gesetz zur Umsetzung der Richtlinie 2012/17/EU in Bezug auf die Verknüpfung von Zentral-, Handels- und Gesellschaftsregistern in der Europäischen Union;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/RegisterverknuepfungsG.html;30. Apr 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/04302014_Stellungnahme_DIHK_RefE_Registerverkn%C3%BCpfungsG.pdf?__blob=publicationFile&v=1;NA;1;
Deutscher Industrie- und Handelskammertag (DIHK);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;15. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12152015_Stellungnahme_DIHK_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;1;
Deutscher Industrie- und Handelskammertag (DIHK);Gesetz zur Verbesserung der zivilrechtlichen Durchsetzung von verbraucherschützenden Vorschriften des Datenschutzrechts;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Verbesserung_zivilrechtlich_verbraucherschutz_Vorschriften_Datenschutzrecht.html;14. Aug 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/08142014_Stellungnahme_DIHK_RefE_UKlaG.pdf?__blob=publicationFile&v=1;18/4631;1;
Deutscher Industrie- und Handelskammertag e. V. (DIHK);Bilanzrichtlinie-Umsetzungsgesetz - (BilRUG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bilanzrichtlinie_Umsetzungsgesetz.html;02. Okt 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/10022014_Stellungnahme_DIHK_RefE_BilRUG.pdf?__blob=publicationFile&v=3;15/3442;1;
Deutscher Industrie- und Handelskammertag e. V. (DIHK);Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Sachverstaendigenrechts_Aenderung_Gesetzes_Verfahren_Familiensachen_sowie_freiwilligen_Gerichtsbarkeit.html;12. Aug 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/08122015_Stellungnahme_DIHK_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=2;18/6985;1;
Deutscher Industrie- und Handelskammertag e. V. (DIHK);Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;18. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05182015_Stellungnahme_DIHK_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1;18/5201;1;
Deutscher Industrie- und Handelskammertag e. V. (DIHK);Gesetz zur Bekämpfung von Zahlungsverzug im Geschäftsverkehr und zur Änderung des Erneuerbare-Energien-Gesetzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Zahlungsverzug_Geschaeftsverkehr.html;11. Mrz 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/03112014_Stellungnahme_DIHK_RefE_Bekaempfung_Zahlungsverzug_Geschaeftsverkehr.pdf?__blob=publicationFile&v=1;NA;1;
Deutscher Industrie- und Handelskammertag e. V. (DIHK);Gesetz zur Reform des Bauvertragsrechts und zur Änderung der kaufrechtlichen Mängelhaftung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bauvertragsrecht.html;23. Nov 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/11232015_Stellungnahme_DIHK_RefE_Bauvertragsrecht.pdf?__blob=publicationFile&v=1;NA;1;
Deutscher Industrie- und Handelskammertag e. V. (DIHK);Gesetz zur Umsetzung der prüfungsbezogenen Regelungen der Richtlinie 2014/56/EU sowie zur Ausführung der entsprechenden Vorgaben der Verordnung (EU) Nr. 537/2014 im Hinblick auf die Abschlussprüfung bei Unternehmen von öffentlichem Interesse (Abschlussprüfungsreformgesetz – AReG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Abschlusspruefungsreformgesetz.html;05. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06052015_Stellungnahme_DIHK_RefE_AReG.pdf?__blob=publicationFile&v=2;NA;1;
Deutscher Industrie- und Handelskammertag e. V. (DIHK);Gesetz zur Umsetzung der Wohnimmobilienkreditrichtlinie und zur Änderung handelsrechtlicher Vorschriften;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Umsetzung_Wohnimmobilienkreditrichtlinie.html;06. Feb 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/02062015_Stellungnahme_DIHK_RefE_Umsetzung_Wohnimmobilienkreditrichtlinie.pdf?__blob=publicationFile&v=1;18/5922;1;
Deutscher Industrie- und Handelskammertag e. V. (DIHK);Zweites Gesetz zur Änderung des Gesetzes gegen den unlauteren Wettbewerb;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/2.AendG_UWG.html;07. Nov 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/11072014_Stellungnahme_DIHK_RefE_2AendG_UWG.pdf?__blob=publicationFile&v=1;NA;1;
Deutscher Industrie- und Handelskammertag e. V. (DIHK);Verbraucherstreitbeilegungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.html;23. Jan 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/01232015_Stellungnahme_DIHK_RefE_Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.pdf?__blob=publicationFile&v=1;NA;1;
Deutscher Industrie- und Handelskammertag e.V. (DIHK);Viertes Gesetzes zur Änderung des Umwandlungsgesetzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Umwandlungsgesetz_viertes.html;21. Sep 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/09212018_dihk_Unwandlungsgesetz.pdf?__blob=publicationFile&v=2;NA;1;
Deutscher Jagdverband (DJV) e. V.;Gesetz zur effektiveren und praxistauglicheren Ausgestaltung des Strafverfahrens;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_effektiveren_und_praxistauglicheren_Ausgestaltung_des_Strafverfahrens.html;17. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12172015_Stellungnahme_DJV_RefE_effektivere_praxistauglichere_Ausgestaltung_Strafverfahren.pdf?__blob=publicationFile&v=3;NA;1295;
Deutscher Jagdverband e. V. (DJV);Stellungnahme des Deutschen Jagdverbandes e. V. (DJV);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/12172015_Stellungnahme_DJV_DiskE_Bundesnaturschutzgesetz.html;17. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/12172015_Stellungnahme_DJV_DiskE_Bundesnaturschutzgesetz.pdf?__blob=publicationFile&v=1;NA;1295;
Deutscher Journalisten-Verband e. V.;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_DJV_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;NA;392;
Deutscher Journalisten-Verband e. V. (DJV);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;21. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12212015_Stellungnahme_DJV_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;392;
Deutscher Journalisten-Verband e.V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;03. Nov 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/11032016_Stellungnahme_DJV_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;15/3169;392;
Deutscher Journalisten-Verband e.V.;Gesetz zur Umsetzung der Marrakesch-Richtlinie über einen verbesserten Zugang zu urheberrechtlich geschützten Werken zugunsten von Menschen mit einer Seh- oder Lesebehinderung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Marrakesch-Richtlinie.html;24. Mai 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/052418_Marrakesch_Stellungnahme_DJV.pdf?__blob=publicationFile&v=1;NA;392;
Deutscher Journalisten-Verband e.V.;Gesetz zur Umsetzung der Marrakesch-Richtlinie über einen verbesserten Zugang zu urheberrechtlich geschützten Werken zugunsten von Menschen mit einer Seh- oder Lesebehinderung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Marrakesch-Richtlinie.html;24. Mai 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/052418_Marrakesch_Stellungnahme_DJV.pdf?__blob=publicationFile&v=1;NA;392;
Deutscher Journalisten-Verbandes e.V.;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;28. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03282017_Stellungnahme_DJV_RefE_NetzDG.pdf?__blob=publicationFile&v=2;NA;NA;
Deutscher Journalistenverband e. V. (DJV);Gesetz zur Umsetzung der Richtlinie 2014/26/EU über die kollektive Wahrnehmung von Urheber- und verwandten Schutzrechten und die Vergabe von Mehrgebietslizenzen für Rechte an Musikwerken für die Online-Nutzung im Binnenmarkt sowie zur Änderung des Verfahrens betreffend die Geräte- und Speichermedienvergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/VG_Richtlinie_Umsetzungsgesetz.html;14. Aug 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/08142015_Stellungnahme_DJV_RefE_VG_Richtlinie_Umsetzungsgesetz.pdf?__blob=publicationFile&v=1;18/7223;NA;
Deutscher Juristinnenbund e. V. (djb);Drittes Gesetz zur Änderung des Gesetzes über die internationale Rechtshilfe in Strafsachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_AendG_internationale_Rechtshilfe_Strafsachen.html;22. Jul 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/07222014_Stellungnahme_djb_RefE_Internat_Rechtshilfe_Freiheitsentzug_Bewaehrungsma%C3%9Fnahmen.pdf?__blob=publicationFile&v=1;15/4119;256;
Deutscher Juristinnenbund e. V. (djb);Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Sachverstaendigenrechts_Aenderung_Gesetzes_Verfahren_Familiensachen_sowie_freiwilligen_Gerichtsbarkeit.html;11. Aug 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/08112015_Stellungnahme_djb_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=1;18/6985;256;
Deutscher Juristinnenbund e. V. (djb);Gesetz zur Änderung des Strafgesetzbuches - Umsetzung europäischer Vorgaben zum Sexualstrafrecht;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Strafgesetzbuches_Umsetzung_europaeischer_Vorgaben_Sexualstrafrecht.html;09. Mai 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/05092014_Stellungnahme_DJB_REfE_Aenderung_Strafgesetzbuch_Umsetzung_europaeischer_Vorgaben_Sexualstrafrecht.pdf?__blob=publicationFile&v=1;NA;256;
Deutscher Juristinnenbund e. V. (djb);Gesetz zur Änderung des Strafgesetzbuches – Verbesserung des Schutzes der sexuellen Selbstbestimmung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/SchutzSexuelleSelbstbestimmung.html;17. Feb 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/02172016_Stellungnahme_djb_RefE_Schutz_sexuelle_Selbstbestimmung.pdf?__blob=publicationFile&v=1;NA;256;
Deutscher Juristinnenbund e. V. (djb);Gesetz zur Einführung der elektronischen Akte in Strafsachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Einfuehrung_elektronische_Akte_Strafsachen.html;16. Feb 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/02012015_Stellungnahme_djb_RefE_Elektronische_Akte_in_Strafsachen.pdf?__blob=publicationFile&v=1;NA;256;
Deutscher Juristinnenbund e. V. (djb);Gesetz zur Umsetzung der Richtlinie 2011/99/EU über die Europäische Schutzanordnung über die gegenseitige Anerkennung von Schutzmaßnahmen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Umsetzung_Richtlinie_Europaeische_Schutzanordnung_Anerkennung_Schutzma%C3%9Fnahmen.html;04. Jul 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/07042014_Stellungnahme_djb_RefE_Umsetzung_Richtlinie_Europaeische_Schutzanordnung_Anerkennung_Schutzma%C3%9Fnahmen.pdf?__blob=publicationFile&v=2;NA;256;
